Sample_ID,Rep,"Average 
% soil moist","Mass (g) oven dry soil 
using for assay","4g Dry Weight 
Equivalant Target","Actual Mass 
Fresh Soil","Actual Dry Weight 
Equivalent",Rack,unique.id,Volume,Notes
YFH_H3,2,23.97,4,5.2611,5.2658,4.0036,1,08_1,7.5,
MCS_P6,2,21.61,4,5.1027,5.1023,3.9997,10,08_10,7.5,
SCS_P8,2,20.7,4,5.0441,5.0458,4.0013,11,08_11,8,
SCH_P8,2,23.95,4,5.2597,5.2517,3.9939,12,08_12,8,
MCN_P2,2,24.22,4,5.2784,5.2806,4.0016,13,08_13,7.5,
UPH_P8,2,22.92,4,5.1894,5.1886,3.9994,2,08_2,7.5,
FNN_P2,2,21.8,4,5.1151,5.1125,3.998,3,08_3,7.5,
SCN_H7,2,22.86,4,5.1854,5.1847,3.9995,4,08_4,7.5,
MCH_P8,2,25.2,4,5.3476,5.3606,4.0097,5,08_5,7.5,
FNS_P4,2,18.08,4,4.8828,4.8883,4.0045,6,08_6,7,
UPH_V1,2,23.17,4,5.2063,5.2076,4.001,7,08_7,8,
YFH_H2,2,20.26,4,5.0163,5.0177,4.0011,8,08_8,8,
SCS_H5,2,23.07,4,5.1995,5.1952,3.9967,9,08_9,7.5,
DCH_P1,1,19.67,4,4.9795,4.9825,4.0024,1,09_1,7.5,
SCH_H3,1,23.31,4,5.2158,5.2119,3.997,10,09_10,7.5,
DCH_P4,1,23.62,4,5.237,5.2417,4.0036,11,09_11,7.5,
SCH_V5,1,24.56,4,5.3022,5.3031,4.0007,12,09_12,8.5,
DCN_H5,1,22.14,4,5.1374,5.1355,3.9985,13,09_13,7.5,
YFN_P6,1,26.79,4,5.4637,5.4634,3.9998,2,09_2,7.5,
SCH_P3,1,21.59,4,5.1014,5.0994,3.9984,3,09_3,7.5,
FNN_H7,1,22.18,4,5.1401,5.1442,4.0032,4,09_4,7,
MCN_P3,1,21.27,4,5.0807,5.0882,4.0059,5,09_5,7.5,
MCH_H6,1,23.67,4,5.2404,5.2502,4.0075,6,09_6,7.5,
DCN_H4,1,20.22,4,5.0138,5.0146,4.0006,7,09_7,7.5,
YFN_H6,1,25.74,4,5.3865,5.3833,3.9976,8,09_8,7.5,
SCS_P6,1,22.84,4,5.184,5.1802,3.997,9,09_9,7.5,
DCH_P1,2,19.67,4,4.9795,4.9735,3.9952,1,10_1,7.5,
SCH_H3,2,23.31,4,5.2158,5.2188,4.0023,10,10_10,7.5,
DCH_P4,2,23.62,4,5.237,5.254,4.013,11,10_11,7.5,
SCH_V5,2,24.56,4,5.3022,5.3095,4.0055,12,10_12,7.5,
DCN_H5,2,22.14,4,5.1374,5.1379,4.0004,13,10_13,7.5,
YFN_P6,2,26.79,4,5.4637,5.4636,3.9999,2,10_2,7.5,
SCH_P3,2,21.59,4,5.1014,5.1035,4.0017,3,10_3,7.5,
FNN_H7,2,22.18,4,5.1401,5.1407,4.0005,4,10_4,7.5,
MCN_P3,2,21.27,4,5.0807,5.0798,3.9993,5,10_5,7.5,
MCH_H6,2,23.67,4,5.2404,5.2523,4.0091,6,10_6,7,
DCN_H4,2,20.22,4,5.0138,5.0332,4.0155,7,10_7,7.5,
YFN_H6,2,25.74,4,5.3865,5.3891,4.0019,8,10_8,7.5,
SCS_P6,2,22.84,4,5.184,5.1842,4.0001,9,10_9,7.5,
FNH_P8,1,19.12,4,4.9456,4.9442,3.9989,1,11_1,7.5,
SCN_P3,1,22.59,4,5.1673,5.1605,3.9947,10,11_10,7,
FNN_P4,1,21.92,4,5.123,5.1279,4.0039,11,11_11,8,
SCN_H5,1,22.02,4,5.1295,5.1263,3.9975,12,11_12,8,
DCS_P6,1,20.75,4,5.0473,5.0431,3.9967,13,11_13,7.5,
YFH_H6,1,25.41,4,5.3626,5.3665,4.0029,2,11_2,7.5,
MCH_V1,1,27.46,4,5.5142,5.5383,4.0175,3,11_3,8,
MCN_P4,1,31.12,4,5.8072,5.8034,3.9974,4,11_4,8.5,
YFH_P8,1,22.08,4,5.1335,5.1328,3.9995,5,11_5,7,
DCN_H3,1,23.46,4,5.226,5.2315,4.0042,6,11_6,7,
MCN_H6,1,23.19,4,5.2077,5.2015,3.9953,7,11_7,8.5,
YFN_H4,1,24.19,4,5.2763,5.2727,3.9972,8,11_8,7.5,
UPS_H4,1,18.84,4,4.9285,4.9204,3.9934,9,11_9,7,
FNH_P8,2,19.12,4,4.9456,4.9457,4.0001,1,12_1,7.5,
SCN_P3,2,22.59,4,5.1673,5.1613,3.9954,10,12_10,7.5,
FNN_P4,2,21.92,4,5.123,5.1362,4.0103,11,12_11,7.5,
SCN_H5,2,22.02,4,5.1295,5.1222,3.9943,12,12_12,8,
DCS_P6,2,20.75,4,5.0473,5.0686,4.0169,13,12_12,7.5,
YFH_H6,2,25.41,4,5.3626,5.3625,3.9999,2,12_2,7.5,
MCH_V1,2,27.46,4,5.5142,5.5338,4.0142,3,12_3,7.5,
MCN_P1,1,21.18,4,5.0749,5.0738,3.9992,12,12_39,7.5,
MCN_P4,2,31.12,4,5.8072,5.8138,4.0045,4,12_4,8.5,
MCN_P1,2,21.18,4,5.0749,5.0723,3.998,12,12_40,7.5,
YFH_P8,2,22.08,4,5.1335,5.1456,4.0095,5,12_5,7.5,
DCN_H3,2,23.46,4,5.226,5.2202,3.9955,6,12_6,7.5,
MCN_H6,2,23.19,4,5.2077,5.2188,4.0086,7,12_7,7.5,
YFN_H4,2,24.19,4,5.2763,5.2738,3.9981,8,12_8,7.5,
UPS_H4,2,18.84,4,4.9285,4.9215,3.9943,9,12_9,7.5,
FNH_H5,1,18.76,4,4.9237,4.9235,3.9999,1,13_1,7,
SCS_H2,1,23.16,4,5.2056,5.2084,4.0021,10,13_10,7.5,
UPS_P3,1,21.43,4,5.091,5.0864,3.9964,11,13_11,7.5,
UPS_P1,1,21.24,4,5.0787,5.0726,3.9952,12,13_12,7.5,
YFN_H2,1,22.49,4,5.1606,5.1658,4.004,13,13_13,7.5,
FNH_V8,1,24.08,4,5.2687,5.2591,3.9927,2,13_2,7,
YFH_P4,1,19.72,4,4.9826,4.9895,4.0056,3,13_3,7.5,
FNN_H2,1,21.43,4,5.091,5.0886,3.9981,4,13_4,7.5,
MCS_H8,1,22.36,4,5.152,5.1587,4.0052,5,13_5,7.5,
MCH_H1,1,28.14,4,5.5664,5.5671,4.0005,6,13_6,8.5,
DCH_P8,1,21.96,4,5.1256,5.1178,3.9939,7,13_7,7.5,
YFN_H1,1,20.4,4,5.0251,5.0238,3.9989,8,13_8,7.5,
UPS_H6,1,26.34,4,5.4304,5.4305,4.0001,9,13_9,7.5,
FNH_H5,2,18.76,4,4.9237,4.9341,4.0085,1,14_1,7.5,
SCS_H2,2,23.16,4,5.2056,5.2023,3.9974,10,14_10,7.5,
UPS_P3,2,21.43,4,5.091,5.0958,4.0038,11,14_11,7.5,
UPS_P1,2,21.24,4,5.0787,5.07,3.9931,12,14_12,7.5,
YFN_H2,2,22.49,4,5.1606,5.1743,4.0106,13,14_13,7.5,
FNH_V8,2,24.08,4,5.2687,5.2655,3.9976,2,14_2,7.5,
YFH_P4,2,19.72,4,4.9826,4.9745,3.9935,3,14_3,7.5,
FNN_H2,2,21.43,4,5.091,5.0997,4.0068,4,14_4,7.5,
MCS_H8,2,22.36,4,5.152,5.1634,4.0089,5,14_5,7,
MCH_H1,2,28.14,4,5.5664,5.5533,3.9906,6,14_6,8,
DCH_P8,2,21.96,4,5.1256,5.1192,3.995,7,14_7,7.5,
YFN_H1,2,20.4,4,5.0251,5.0213,3.997,8,14_8,7.5,
UPS_H6,2,26.34,4,5.4304,5.4323,4.0014,9,14_9,7.5,
UPH_V5,1,20.66,4,5.0416,5.0581,4.0131,1,15_1,7.5,
YFH_P1,1,25.13,4,5.3426,5.3435,4.0007,10,15_10,7.5,
DCH_V7,1,22.25,4,5.1447,5.1426,3.9984,11,15_11,7,
YFH_V7,1,19.77,4,4.9857,4.9889,4.0026,12,15_12,7.5,
SCH_P1,1,23.69,4,5.2418,5.2554,4.0104,13,15_13,7.5,
UPH_P7,1,24.56,4,5.3022,5.2963,3.9955,2,15_2,7.5,
YFN_H5,1,23.43,4,5.224,5.2238,3.9999,3,15_3,7.5,
MCH_V5,1,25.44,4,5.3648,5.3696,4.0036,4,15_4,7.5,
DCH_V5,1,21.1,4,5.0697,5.0794,4.0076,5,15_5,7.5,
SCH_V1,1,21.68,4,5.1073,5.0983,3.993,6,15_6,7.5,
UPH_H4,1,21.72,4,5.1099,5.1209,4.0086,7,15_7,7.5,
SCN_H3,1,22.06,4,5.1322,5.137,4.0038,8,15_8,7.5,
UPH_H7,1,22.55,4,5.1646,5.1654,4.0006,9,15_9,7.5,
UPH_V5,2,20.66,4,5.0416,5.0466,4.004,1,16_1,7,
YFH_P1,2,25.13,4,5.3426,5.3426,4,10,16_10,7.5,
DCH_V7,2,22.25,4,5.1447,5.1476,4.0023,11,16_11,8,
YFH_V7,2,19.77,4,4.9857,4.9892,4.0028,12,16_12,7,
SCH_P1,2,23.69,4,5.2418,5.2413,3.9996,13,16_13,7.5,
UPH_P7,2,24.56,4,5.3022,5.2959,3.9952,2,16_2,7.5,
YFN_H5,2,23.43,4,5.224,5.24,4.0123,3,16_3,7.5,
MCH_V5,2,25.44,4,5.3648,5.3636,3.9991,4,16_4,7.5,
DCH_V5,2,21.1,4,5.0697,5.063,3.9947,5,16_5,7.5,
SCH_V1,2,21.68,4,5.1073,5.0945,3.99,6,16_6,7.5,
UPH_H4,2,21.72,4,5.1099,5.1167,4.0054,7,16_7,7.5,
SCN_H3,2,22.06,4,5.1322,5.134,4.0014,8,16_8,7.5,
UPH_H7,2,22.55,4,5.1646,5.1637,3.9993,9,16_9,7.5,
FNH_P1,1,18.85,4,4.9291,4.9221,3.9943,1,17_1,7.5,
MCS_H5,1,24.91,4,5.3269,5.3261,3.9994,10,17_10,7.5,
YFH_P3,1,23.28,4,5.2138,5.2214,4.0059,11,17_11,7.5,
DCH_V4,1,23.31,4,5.2158,5.2139,3.9985,12,17_12,8,
SCS_H3,1,23.42,4,5.2233,5.2398,4.0126,13,17_13,7.5,
UPH_P3,1,22.06,4,5.1322,5.1464,4.0111,2,17_2,7.5,
FNS_P3,1,20.38,4,5.0239,5.0338,4.0079,3,17_3,7.5,
MCH_P5,1,27.02,4,5.481,5.4772,3.9973,4,17_4,8,
MCN_P6,1,22.42,4,5.156,5.1619,4.0046,5,17_5,7.5,
SCN_P1,1,21.84,4,5.1177,5.1121,3.9956,6,17_6,7.5,
DCS_P5,1,22.12,4,5.1361,5.1448,4.0068,7,17_7,7.5,
SCH_H1,1,22.99,4,5.1941,5.1982,4.0031,8,17_8,7.5,
DCS_H6,1,22.14,4,5.1374,5.1363,3.9991,9,17_9,7.5,
FNH_P1,2,18.85,4,4.9291,4.9209,3.9933,1,18_1,7.5,
MCS_H5,2,24.91,4,5.3269,5.3351,4.0061,10,18_10,7.5,
YFH_P3,2,23.28,4,5.2138,5.2132,3.9996,11,18_11,7.5,
DCH_V4,2,23.31,4,5.2158,5.211,3.9963,12,18_12,8,
SCS_H3,2,23.42,4,5.2233,5.2293,4.0046,13,18_13,7.5,
UPH_P3,2,22.06,4,5.1322,5.1408,4.0067,2,18_2,7.5,
FNS_P3,2,20.38,4,5.0239,5.0432,4.0154,3,18_3,7.5,
MCH_P5,2,27.02,4,5.481,5.4754,3.9959,4,18_4,8,
MCN_P6,2,22.42,4,5.156,5.164,4.0062,5,18_5,7.5,
SCN_P1,2,21.84,4,5.1177,5.1168,3.9993,6,18_6,7.5,
DCS_P5,2,22.12,4,5.1361,5.1277,3.9935,7,18_7,7.5,
SCH_H1,2,22.99,4,5.1941,5.1929,3.9991,8,18_8,7,
DCS_H6,2,22.14,4,5.1374,5.1388,4.0011,9,18_9,7.5,
FNN_H5,1,21.2,4,5.0761,5.0659,3.9919,1,19_1,7.5,
SCS_H7,1,18.05,4,4.881,4.8821,4.0009,10,19_10,7,
FNH_V6,1,19.83,4,4.9894,4.99,4.0005,11,19_11,7.5,
DCN_H7,1,22.28,4,5.1467,5.143,3.9971,12,19_12,7.5,
SCN_P7,1,22.88,4,5.1867,5.1766,3.9922,13,19_13,7.5,
UPS_P7,1,23.74,4,5.2452,5.2425,3.9979,2,19_2,7.5,
UPH_V4,1,21.48,4,5.0942,5.0925,3.9986,3,19_3,7.5,
FNN_H4,1,20.72,4,5.0454,5.0465,4.0009,4,19_4,7,
DCS_H3,1,18.06,4,4.8816,4.88,3.9987,5,19_5,7,
MCS_P2,1,17.77,4,4.8644,4.8773,4.0106,6,19_6,7.5,
FNS_H8,1,18.76,4,4.9237,4.9268,4.0025,7,19_7,7.5,
SCH_H4,1,23.49,4,5.2281,5.2239,3.9968,8,19_8,7.5,
DCS_P4,1,23.14,4,5.2043,5.2097,4.0042,9,19_9,7.5,
FNN_H5,2,21.2,4,5.0761,5.0747,3.9989,1,20_1,7.5,
SCS_H7,2,18.05,4,4.881,4.8841,4.0025,10,20_10,7.5,
FNH_V6,2,19.83,4,4.9894,4.9963,4.0055,11,20_11,7.5,
DCN_H7,2,22.28,4,5.1467,5.1402,3.995,12,20_12,7.5,
SCN_P7,2,22.88,4,5.1867,5.197,4.0079,13,20_13,7.5,
UPS_P7,2,23.74,4,5.2452,5.2497,4.0034,2,20_2,7.5,
UPH_V4,2,21.48,4,5.0942,5.0961,4.0015,3,20_3,7.5,
FNN_H4,2,20.72,4,5.0454,5.049,4.0028,4,20_4,7.5,
DCS_H3,2,18.06,4,4.8816,4.8872,4.0046,5,20_5,7,
MCS_P2,2,17.77,4,4.8644,4.8544,3.9918,6,20_6,7.5,
FNS_H8,2,18.76,4,4.9237,4.9445,4.0169,7,20_7,7.5,
SCH_H4,2,23.49,4,5.2281,5.2224,3.9957,8,20_8,7.5,
DCS_P4,2,23.14,4,5.2043,5.2042,3.9999,9,20_9,7.5,
FNH_P4,1,19.46,4,4.9665,4.9671,4.0005,1,21_1,7.5,
SCH_P2,1,23.78,4,5.248,5.2586,4.0081,10,21_10,7.5,
FNH_H8,1,18.28,4,4.8948,4.9028,4.0066,11,21_11,7,
DCS_P8,1,20.19,4,5.0119,5.0101,3.9986,12,21_12,7.5,
MCH_P1,1,27.64,4,5.5279,5.5319,4.0029,13,21_13,8,
UPS_H5,1,21.83,4,5.1171,5.1406,4.0184,2,21_2,7.5,
UPH_V3,1,22.99,4,5.1941,5.2039,4.0075,3,21_3,7.5,
MCS_P1,1,23.24,4,5.211,5.2115,4.0003,4,21_4,7.5,
DCN_P2,1,23.36,4,5.2192,5.2102,3.9931,5,21_5,7.5,
UPH_V7,1,22.62,4,5.1693,5.1689,3.9997,6,21_6,8,
MCN_H5,1,22.49,4,5.1606,5.1641,4.0027,7,21_7,7.5,
SCH_P7,1,21.23,4,5.0781,5.0716,3.9949,8,21_8,7.5,
MCH_H7,1,27.6,4,5.5249,5.5256,4.0005,9,21_9,7.5,
FNH_P4,2,19.46,4,4.9665,4.9756,4.0073,1,22_1,7,
SCH_P2,2,23.78,4,5.248,5.2572,4.007,10,22_10,7,
FNH_H8,2,18.28,4,4.8948,4.8873,3.9939,11,22_11,7.5,
DCS_P8,2,20.19,4,5.0119,5.0149,4.0024,12,22_12,7.5,
MCH_P1,2,27.64,4,5.5279,5.5422,4.0103,13,22_13,8,
UPS_H5,2,21.83,4,5.1171,5.1176,4.0004,2,22_2,7.5,
UPH_V3,2,22.99,4,5.1941,5.1971,4.0023,3,22_3,7.5,
MCS_P1,2,23.24,4,5.211,5.2265,4.0119,4,22_4,7.5,
DCN_P2,2,23.36,4,5.2192,5.2064,3.9902,5,22_5,7,
UPH_V7,2,22.62,4,5.1693,5.1669,3.9981,6,22_6,8,
MCN_H5,2,22.49,4,5.1606,5.1618,4.0009,7,22_7,8,
SCH_P7,2,21.23,4,5.0781,5.0727,3.9958,8,22_8,7.5,
MCH_H7,2,27.6,4,5.5249,5.5247,3.9999,9,22_9,7.5,
FNS_P8,1,21.27,4,5.0807,5.0689,3.9907,1,23_1,7.5,
YFN_P8,1,20.08,4,5.005,5.0053,4.0002,10,23_10,7,
FNH_H7,1,21.22,4,5.0774,5.0739,3.9972,11,23_11,7.5,
FNS_H3,1,22.75,4,5.178,5.1712,3.9948,12,23_12,7.5,
DCN_P1,1,22.83,4,5.1834,5.1907,4.0057,13,23_13,7.5,
UPH_P6,1,25.07,4,5.3383,5.3341,3.9968,2,23_2,7.5,
UPH_P1,1,21.98,4,5.1269,5.1229,3.9969,3,23_3,7.5,
FNS_P6,1,20.66,4,5.0416,5.0533,4.0093,4,23_4,7.5,
DCH_V1,1,24.13,4,5.2722,5.2841,4.009,5,23_5,7.5,
YFH_P7,1,21.63,4,5.104,5.0951,3.993,6,23_6,7.5,
FNH_H4,1,18.46,4,4.9056,4.909,4.0028,7,23_7,11.5,"two doses, removed"
SCH_V4,1,21.76,4,5.1125,5.1144,4.0015,8,23_8,7.5,
MCH_P3,1,27.92,4,5.5494,5.5462,3.9977,9,23_9,7.5,
FNS_P8,2,21.27,4,5.0807,5.0781,3.998,1,24_1,7.5,
YFN_P8,2,20.08,4,5.005,5.0283,4.0186,10,24_10,7,
FNH_H7,2,21.22,4,5.0774,5.0746,3.9978,11,24_11,7.5,
FNS_H3,2,22.75,4,5.178,5.1747,3.9975,12,24_12,7.5,
DCN_P1,2,22.83,4,5.1834,5.1929,4.0074,13,24_13,7.5,
UPH_P6,2,25.07,4,5.3383,5.3414,4.0023,2,24_2,7.5,
UPH_P1,2,21.98,4,5.1269,5.1336,4.0052,3,24_3,7.5,
FNS_P6,2,20.66,4,5.0416,5.0539,4.0098,4,24_4,7.5,
DCH_V1,2,24.13,4,5.2722,5.2894,4.0131,5,24_5,7.5,
YFH_P7,2,21.63,4,5.104,5.1073,4.0026,6,24_6,7,
FNH_H4,2,18.46,4,4.9056,4.9109,4.0043,7,24_7,7.5,
SCH_V4,2,21.76,4,5.1125,5.1122,3.9998,8,24_8,7.5,
MCH_P3,2,27.92,4,5.5494,5.5437,3.9959,9,24_9,7.5,
UPH_H5,1,21.62,4,5.1033,5.1085,4.004,1,25_1,7.5,
SCN_H6,1,23.05,4,5.1982,5.1917,3.995,10,25_10,7.5,
FNH_V1,1,18.48,4,4.9068,4.9142,4.0061,11,25_11,7.5,
MCH_H2,1,25.83,4,5.393,5.391,3.9985,12,25_12,7.5,
DCH_H1,1,24.4,4,5.291,5.302,4.0083,13,25_13,7.5,
DCN_P7,1,21.65,4,5.1053,5.1103,4.0039,2,25_2,7.5,
MCS_H2,1,24.11,4,5.2708,5.2837,4.0098,3,25_3,7,
DCN_P4,1,23.87,4,5.2542,5.2593,4.0039,4,25_4,8,
YFN_H3,1,24.43,4,5.2931,5.2946,4.0011,5,25_5,7.5,
DCS_H8,1,22.32,4,5.1493,5.1399,3.9927,6,25_6,7.5,
YFH_V5,1,19.95,4,4.9969,4.9979,4.0008,7,25_7,7.5,
SCH_V6,1,23.09,4,5.2009,5.2073,4.0049,8,25_8,7.5,
MCS_H1,1,22.26,4,5.1454,5.1473,4.0015,9,25_9,7.5,
UPH_H5,2,21.62,4,5.1033,5.1027,3.9995,1,26_1,7.5,
SCN_H6,2,23.05,4,5.1982,5.1966,3.9988,10,26_10,7.5,
FNH_V1,2,18.48,4,4.9068,4.9004,3.9948,11,26_11,7.5,
MCH_H2,2,25.83,4,5.393,5.3908,3.9984,12,26_12,8,
DCH_H1,2,24.4,4,5.291,5.2936,4.002,13,26_13,7.5,
DCN_P7,2,21.65,4,5.1053,5.1108,4.0043,2,26_2,7.5,
MCS_H2,2,24.11,4,5.2708,5.2934,4.0172,3,26_3,7,
DCN_P4,2,23.87,4,5.2542,5.2631,4.0068,4,26_4,7.5,
YFN_H3,2,24.43,4,5.2931,5.2959,4.0021,5,26_5,7.5,
DCS_H8,2,22.32,4,5.1493,5.1531,4.0029,6,26_6,7,
YFH_V5,2,19.95,4,4.9969,4.9956,3.999,7,26_7,7.5,
SCH_V6,2,23.09,4,5.2009,5.2039,4.0023,8,26_8,7.5,
MCS_H1,2,22.26,4,5.1454,5.1454,4,9,26_9,7.5,
DCH_P2,1,22.72,4,5.176,5.1726,3.9974,1,27_1,8,
YFH_V4,1,21.91,4,5.1223,5.1149,3.9942,10,27_10,7.5,
YFH_P2,1,22.47,4,5.1593,5.1548,3.9965,11,27_11,7.5,
SCH_H6,1,22.3,4,5.148,5.145,3.9977,12,27_12,7.5,
MCH_V7,1,26.63,4,5.4518,5.4531,4.0009,13,27_13,8,
DCS_H7,1,23.42,4,5.2233,5.2272,4.003,2,27_2,7.5,
FNN_P1,1,22.7,4,5.1746,5.1821,4.0058,3,27_3,7.5,
MCH_P4,1,26.73,4,5.4593,5.4569,3.9983,4,27_4,7.5,
SCH_V8,1,22.72,4,5.176,5.1774,4.0011,5,27_5,7.5,
MCH_V6,1,26.64,4,5.4526,5.4609,4.0061,6,27_6,8,
SCS_H1,1,22.66,4,5.172,5.1844,4.0096,7,27_7,7.5,
SCN_H4,1,21.94,4,5.1243,5.1256,4.001,8,27_8,7.5,
SCH_P4,1,23.86,4,5.2535,5.2561,4.002,9,27_9,7.5,
DCH_P2,2,22.72,4,5.176,5.1798,4.0029,1,28_1,7.5,
YFH_V4,2,21.91,4,5.1223,5.1244,4.0016,10,28_10,7.5,
YFH_P2,2,22.47,4,5.1593,5.1613,4.0016,11,28_11,7.5,
SCH_H6,2,22.3,4,5.148,5.1497,4.0013,12,28_12,7.5,
MCH_V7,2,26.63,4,5.4518,5.4648,4.0095,13,28_13,7.5,
DCS_H7,2,23.42,4,5.2233,5.2331,4.0075,2,28_2,7.5,
FNN_P1,2,22.7,4,5.1746,5.1838,4.0071,3,28_3,7.5,
MCH_P4,2,26.73,4,5.4593,5.4763,4.0125,4,28_4,8,
SCH_V8,2,22.72,4,5.176,5.1767,4.0006,5,28_5,7.5,
MCH_V6,2,26.64,4,5.4526,5.4562,4.0027,6,28_6,7.5,
SCS_H1,2,22.66,4,5.172,5.1941,4.0171,7,28_7,7.5,
SCN_H4,2,21.94,4,5.1243,5.1212,3.9976,8,28_8,7.5,
SCH_P4,2,23.86,4,5.2535,5.2569,4.0026,9,28_9,7.5,
FNS_P1,1,41.87,4,6.8811,6.8886,4.0043,1,29_1,8,
MCS_P3,1,23.69,4,5.2418,5.2434,4.0012,10,29_10,7.5,
MCS_P8,1,25.65,4,5.38,5.3903,4.0077,11,29_11,7.5,
UPH_H3,1,20.27,4,5.0169,5.0105,3.9949,12,29_12,7.5,
YFH_V1,1,22.08,4,5.1335,5.133,3.9996,13,29_13,7.5,
FNH_H3,1,17.67,4,4.8585,4.8566,3.9984,2,29_2,7,
FNS_H4,1,18.86,4,4.9298,4.9345,4.0039,3,29_3,7.5,
SCH_P6,1,22.6,4,5.168,5.1567,3.9913,4,29_4,7.5,
YFN_P2,1,22.06,4,5.1322,5.1494,4.0134,5,29_5,7.5,
SCS_H8,1,23.97,4,5.2611,5.2687,4.0058,6,29_6,7.5,
DCN_H6,1,22.99,4,5.1941,5.2078,4.0105,7,29_7,8,
SCS_P2,1,21.98,4,5.1269,5.1288,4.0015,8,29_8,7.5,
YFH_V3,1,21.49,4,5.0949,5.0934,3.9988,9,29_9,7.5,
